date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,icu_patients,hosp_patients,weekly_hosp_admissions,daily_case_change_rate,daily_death_change_rate,hospitalization_rate,icu_rate,case_fatality_rate,7day_avg_new_cases,7day_avg_new_deaths,hospitalization_need,icu_requirement
2022-02-27,78334128.0,74142.0,947162.0,2291.0,231559.199,2799.853,7595.0,37964.0,33745.0,0.0947380695928057,0.2424669610983933,0.04846418919733172,0.009695646321613486,1.209130712478219,65467.42857142857,1863.7142857142858,Medium,Medium
2022-02-28,78359790.0,25662.0,947738.0,576.0,231635.057,2801.556,7358.0,36982.0,32382.0,0.032759667663626764,0.060813250531588044,0.04719512392771854,0.009390020060033342,1.209469805878755,63305.28571428572,1843.7142857142858,Medium,Medium
2022-03-01,78377959.0,18169.0,948098.0,360.0,231688.765,2802.62,7148.0,35342.0,30818.0,0.023186636921819215,0.03798518155861641,0.04509175851338512,0.009119910866778248,1.209648748317113,61447.42857142857,1811.142857142857,Medium,Medium
2022-03-02,78454196.0,76237.0,950400.0,2302.0,231914.125,2809.425,6797.0,33770.0,29323.0,0.09726841700483678,0.24280190444447725,0.043044224173809646,0.008663653885383007,1.211407481634252,65422.28571428572,1982.857142857143,Medium,Medium
2022-03-03,78518015.0,63819.0,952371.0,1971.0,232102.777,2815.251,6488.0,31996.0,28043.0,0.0813455535252697,0.20738636363636362,0.04074988395975115,0.008263071856821649,1.212933108408306,58107.57142857143,1799.857142857143,Medium,Medium
2022-03-04,78570799.0,52784.0,953907.0,1536.0,232258.809,2819.792,6039.0,29869.0,26759.0,0.06722533675870435,0.16128168539361237,0.03801539551608735,0.007686061586315292,1.2140731825827558,55125.0,1646.2857142857142,Medium,Medium
2022-03-05,78622421.0,51622.0,955271.0,1364.0,232411.406,2823.824,5681.0,27801.0,25644.0,0.0657012537189548,0.1429908785657302,0.03536014236956656,0.00722567421321203,1.2150109190862999,51776.42857142857,1485.7142857142858,Medium,Medium
2022-03-06,78666637.0,44216.0,956840.0,1569.0,232542.11,2828.462,5492.0,27011.0,24766.0,0.05623841066913979,0.16424658552389845,0.03433602989790958,0.006981358565003866,1.2163224925961942,47501.28571428572,1382.5714285714287,Medium,Medium
2022-03-07,78680929.0,14292.0,957162.0,322.0,232584.358,2829.414,5345.0,26401.0,23926.0,0.018167803461586897,0.033652439279294344,0.033554509759283604,0.006793259901646561,1.2165108014929513,45877.0,1346.2857142857142,Low,Medium
2022-03-08,78689870.0,8941.0,957529.0,367.0,232610.788,2830.499,4988.0,25188.0,22709.0,0.011363617732576594,0.038342516731754914,0.03200920270931951,0.006338808286250822,1.2168389654221057,44558.71428571428,1347.2857142857142,Low,Medium
2022-03-09,78747147.0,57277.0,959059.0,1530.0,232780.101,2835.021,4743.0,24175.0,21485.0,0.07278827630545075,0.15978628323528582,0.0306995248983433,0.00602307535027269,1.2178968210746732,41850.142857142855,1237.0,Low,Medium
2022-03-10,78778319.0,31172.0,960794.0,1735.0,232872.247,2840.15,4440.0,22841.0,20450.0,0.039584926168817265,0.18090649271838333,0.028994018011478516,0.0056360684720881135,1.2196172908944656,37186.28571428572,1203.2857142857142,Low,Medium
2022-03-11,78824429.0,46110.0,962751.0,1957.0,233008.551,2845.935,4174.0,21501.0,19560.0,0.058531332713509666,0.20368570161762045,0.02727707675497402,0.005295312700584231,1.2213865830858097,36232.857142857145,1263.4285714285713,Low,Medium
2022-03-12,78864027.0,39598.0,964009.0,1258.0,233125.604,2849.654,3882.0,20232.0,18764.0,0.05023569533247111,0.13066722340459785,0.025654282148183986,0.004922396367104104,1.2223684697206751,34515.142857142855,1248.2857142857142,Low,Medium
2022-03-13,78900969.0,36942.0,965446.0,1437.0,233234.806,2853.902,3777.0,19546.0,18008.0,0.046842649818021595,0.14906499835582449,0.024772826300777116,0.004787013452268248,1.2236174184375352,33476.0,1229.4285714285713,Low,Medium
2022-03-14,78913128.0,12159.0,965952.0,506.0,233270.749,2855.397,3681.0,19020.0,17264.0,0.015410457126325026,0.05241101004095516,0.024102453523322506,0.004664623103015255,1.2240700938885607,33171.28571428572,1255.7142857142858,Low,Medium
2022-03-15,78922254.0,9126.0,966147.0,195.0,233297.726,2855.974,3504.0,18519.0,16719.0,0.011564615712609947,0.02018733850129199,0.02346486454885082,0.0044398123753535985,1.2241756298546669,33197.71428571428,1231.142857142857,Low,Medium
2022-03-16,78983223.0,60969.0,963710.0,,233477.953,2848.77,3453.0,17945.0,16137.0,0.0772519750893075,,0.02272001485682599,0.0043718145054678255,1.2201451946320296,33725.142857142855,,Low,Medium
2022-03-17,79007718.0,24495.0,965153.0,1443.0,233550.361,2853.036,3296.0,17394.0,15542.0,0.03101291523644205,0.14973384109327495,0.02201557068133521,0.0041717443351547,1.2215933132001104,32771.28571428572,,Low,Low
2022-03-18,79045546.0,37828.0,966653.0,1500.0,233662.182,2857.47,3129.0,16540.0,14986.0,0.04787886672033737,0.15541577345767976,0.020924645140663587,0.003958477306235572,1.2229063481957605,31588.14285714286,,Low,Low
2022-03-19,79078705.0,33159.0,967719.0,1066.0,233760.202,2860.621,3040.0,15659.0,14417.0,0.04194923266138234,0.1102774211635406,0.019801791139599467,0.0038442713496636043,1.2237415875740505,30668.285714285714,,Low,Low
2022-03-20,79109709.0,31004.0,968691.0,972.0,233851.851,2863.494,2937.0,15341.0,14085.0,0.03920650951479289,0.10044238048441748,0.019392057174676246,0.0037125657989716533,1.2244906627074055,29820.0,,Low,Low
2022-03-21,79119590.0,9881.0,968891.0,200.0,233881.06,2864.085,2869.0,15071.0,13811.0,0.01249024945850831,0.020646418723824212,0.019048379800754783,0.003626156303388327,1.2245905217658484,29494.571428571428,,Low,Low
2022-03-22,79129628.0,10038.0,969041.0,150.0,233910.732,2864.529,2738.0,14553.0,13331.0,0.012687123378672715,0.01548161764326431,0.018391341356994627,0.0034601451683811783,1.2246247385366198,29624.85714285714,,Low,Low
2022-03-23,79168456.0,38828.0,969830.0,789.0,234025.51,2866.861,2593.0,14170.0,13015.0,0.049068851934954125,0.08142070356156242,0.017898542823672096,0.003275294392504004,1.2250207330050746,26461.85714285714,874.2857142857143,Low,Low
2022-03-24,79193227.0,24771.0,970767.0,937.0,234098.734,2869.631,2499.0,13623.0,12645.0,0.031288977013774276,0.09661487064743306,0.017202228670388696,0.003155572887565246,1.2258207384325934,26501.285714285714,802.0,Low,Low
2022-03-25,79238387.0,45160.0,972011.0,1244.0,234232.229,2873.308,2314.0,13100.0,12317.0,0.057025078672447584,0.12814609478896583,0.01653239104930291,0.0029203017471822086,1.2266920577270206,27548.714285714286,765.4285714285714,Low,Low
2022-03-26,79274464.0,36077.0,972906.0,895.0,234338.874,2875.954,2214.0,12574.0,12191.0,0.045529700143946646,0.09207714727508227,0.015861349753181556,0.00279282872224781,1.2272627917105816,27965.571428571428,741.0,Low,Low
2022-03-27,79303178.0,28714.0,973682.0,776.0,234423.754,2878.248,2170.0,12203.0,12042.0,0.03622099545195285,0.07976104577420634,0.015387781811215686,0.002736334223579287,1.2277969490705656,27638.428571428572,713.0,Low,Low
2022-03-28,79315689.0,12511.0,973862.0,180.0,234460.737,2878.78,2134.0,12094.0,11847.0,0.0157761647332721,0.018486528455902443,0.015247929069871661,0.002690514357128008,1.227830221584534,28014.14285714286,710.1428571428571,Low,Low
2022-03-29,79325442.0,9753.0,973957.0,95.0,234489.567,2879.061,2091.0,11810.0,11572.0,0.012296432298533017,0.009754975550950751,0.01488803554350192,0.002635976487846106,1.227799020647121,27973.428571428572,702.2857142857143,Low,Low
2022-03-30,79357869.0,32427.0,974643.0,686.0,234585.423,2881.088,2026.0,11545.0,11227.0,0.04087843594996924,0.070434321022386,0.01454802169649994,0.0025529919408496214,1.2281617592327234,27059.0,687.5714285714286,Low,Low
2022-03-31,79381947.0,24078.0,975375.0,732.0,234656.599,2883.252,1949.0,11294.0,11023.0,0.030341036501370773,0.07510442285021285,0.014227416215931312,0.0024552181870772204,1.228711359271649,26960.0,658.2857142857143,Low,Low
2022-04-01,79430186.0,48239.0,976548.0,1173.0,234799.195,2886.72,1862.0,10900.0,10825.0,0.06076822479549412,0.12026143790849672,0.01372274263590419,0.0023441969530324405,1.2294419151932994,27399.85714285714,648.1428571428571,Low,Low
2022-04-02,79470249.0,40063.0,977252.0,704.0,234917.623,2888.801,1802.0,10526.0,10560.0,0.05043800350662657,0.07209067040227414,0.013245208279138524,0.0022675152307626467,1.2297079879540833,27969.285714285714,620.8571428571429,Low,Low
2022-04-03,79497642.0,27393.0,977854.0,602.0,234998.598,2890.58,1794.0,10380.0,10354.0,0.03446950317218712,0.06160130652073365,0.01305699104886658,0.002256670707289658,1.2300415149420407,27780.571428571428,596.0,Low,Low
